date,predicted_yield
2023-01-01,0.7229485499999995
2023-01-02,0.7523617999999995
2023-01-03,0.6619589500000005
2023-01-04,0.7131156000000004
2023-01-05,0.8421438499999994
2023-01-06,0.8339437999999995
2023-01-07,0.8444210500000005
2023-01-08,0.8773325000000007
2023-01-09,0.9266678000000019
2023-01-10,0.8809733500000015
2023-01-11,0.8443879000000015
2023-01-12,0.8309516999999998
2023-01-13,0.8344494499999995
2023-01-14,0.6987210000000001
2023-01-15,0.9104800999999988
2023-01-16,0.9443629999999987
2023-01-17,0.9654735999999997
2023-01-18,0.9100130000000006
2023-01-19,0.8365767000000005
2023-01-20,0.8194497000000005
2023-01-21,0.7915246500000002
2023-01-22,0.8280459500000004
2023-01-23,0.7503950999999992
2023-01-24,0.8033056999999997
2023-01-25,0.8450639500000005
2023-01-26,0.7809424999999997
2023-01-27,0.7523279499999996
2023-01-28,0.7311147999999998
2023-01-29,0.7477523500000001
2023-01-30,0.7342344000000002
2023-01-31,0.7186262500000001
2023-02-01,0.7073072000000004
2023-02-02,0.7603978999999996
2023-02-03,0.6609833000000006
2023-02-04,0.6933812500000002
2023-02-05,0.7561842999999995
2023-02-06,0.7024197499999998
2023-02-07,0.6980870500000003
2023-02-08,0.7464941499999995
2023-02-09,0.7775599499999991
2023-02-10,0.7443250499999996
2023-02-11,0.6809007500000002
2023-02-12,0.68106835
2023-02-13,0.67896445
2023-02-14,0.665506350000001
2023-02-15,0.684403300000001
2023-02-16,0.7843479999999998
2023-02-17,0.7319375999999993
2023-02-18,0.81441635
2023-02-19,0.8554001000000006
2023-02-20,0.8321713999999999
2023-02-21,0.9154514000000004
2023-02-22,1.022790500000002
2023-02-23,0.9672933500000005
2023-02-24,0.8603672999999997
2023-02-25,0.7942421999999995
2023-02-26,0.7651521999999992
2023-02-27,0.7489421499999991
2023-02-28,0.7161140999999993
2023-03-01,0.7008784999999997
2023-03-02,0.7076138499999994
2023-03-03,0.7245367499999993
2023-03-04,0.7091338999999992
2023-03-05,0.6660893499999999
2023-03-06,0.6383380500000002
2023-03-07,0.5886387500000008
2023-03-08,0.6659249500000002
2023-03-09,0.7201256499999993
2023-03-10,0.7220696999999991
2023-03-11,0.7165855999999993
2023-03-12,0.7007447499999994
2023-03-13,0.7102905499999993
2023-03-14,0.7085943999999992
2023-03-15,0.7103299999999994
2023-03-16,0.7072609999999994
2023-03-17,0.7123321999999992
2023-03-18,0.7085943999999992
2023-03-19,0.7103299999999994
2023-03-20,0.7115999999999992
2023-03-21,0.7115999999999992
2023-03-22,0.7115365999999992
2023-03-23,0.7124852999999993
2023-03-24,0.6955139999999994
2023-03-25,0.6937783999999995
2023-03-26,0.6929105999999995
2023-03-27,0.6929105999999995
2023-03-28,0.6929105999999995
2023-03-29,0.6928646999999993
2023-03-30,0.6954139999999994
2023-03-31,0.6953694499999995
2023-04-01,0.6960995499999992
2023-04-02,0.6966254999999993
2023-04-03,0.6973028499999994
2023-04-04,0.6971192499999994
2023-04-05,0.6976520499999995
2023-04-06,0.6995630499999994
2023-04-07,0.6979938999999993
2023-04-08,0.7012502999999995
2023-04-09,0.7016565499999995
2023-04-10,0.7066793999999994
2023-04-11,0.7210212499999996
2023-04-12,0.7181627
2023-04-13,0.7228049
2023-04-14,0.7339716999999996
2023-04-15,0.7350320999999999
2023-04-16,0.7383394499999999
2023-04-17,0.7666912500000003
2023-04-18,0.8444410000000014
2023-04-19,0.8847500000000023
2023-04-20,0.8715958500000021
2023-04-21,0.7349190000000001
2023-04-22,0.7151230999999999
2023-04-23,0.7070276499999997
2023-04-24,0.71148995
2023-04-25,0.7061224999999999
2023-04-26,0.7006952999999999
2023-04-27,0.6861807999999996
2023-04-28,0.6925221999999996
2023-04-29,0.6956720999999998
2023-04-30,0.6970863999999999
2023-05-01,0.6855338999999998
2023-05-02,0.6855338999999997
2023-05-03,0.6674520999999994
2023-05-04,0.6967951999999993
2023-05-05,0.6919971999999994
2023-05-06,0.6920430999999994
2023-05-07,0.6945087999999994
2023-05-08,0.6909959999999994
2023-05-09,0.7026947999999993
2023-05-10,0.7083189999999994
2023-05-11,0.7074009999999994
2023-05-12,0.6910920999999994
2023-05-13,0.6949304999999995
2023-05-14,0.7064915999999992
2023-05-15,0.7083648999999993
2023-05-16,0.7084107999999993
2023-05-17,0.7085025999999992
2023-05-18,0.7092283999999993
2023-05-19,0.6746124999999996
2023-05-20,0.6970834999999993
2023-05-21,0.7093703999999993
2023-05-22,0.7101922999999992
2023-05-23,0.7117715999999993
2023-05-24,0.7102381999999993
2023-05-25,0.7095496999999995
2023-05-26,0.7025154999999991
2023-05-27,0.7099627999999992
2023-05-28,0.7089070999999992
2023-05-29,0.7092283999999993
2023-05-30,0.7083562999999994
2023-05-31,0.7080349999999993
2023-06-01,0.7056151999999996
2023-06-02,0.7039541999999998
2023-06-03,0.7036328999999998
2023-06-04,0.7037705999999997
2023-06-05,0.7046383999999997
2023-06-06,0.7047301999999996
2023-06-07,0.7038623999999996
2023-06-08,0.7011212999999995
2023-06-09,0.7038623999999996
2023-06-10,0.7038623999999996
2023-06-11,0.7035869999999995
2023-06-12,0.7033115999999996
2023-06-13,0.7032656999999997
2023-06-14,0.7032656999999997
2023-06-15,0.7025312999999995
2023-06-16,0.7032656999999997
2023-06-17,0.7032656999999997
2023-06-18,0.7032656999999997
2023-06-19,0.7032656999999997
2023-06-20,0.7032656999999997
2023-06-21,0.7019847999999996
2023-06-22,0.7025312999999995
2023-06-23,0.7032656999999997
2023-06-24,0.7032656999999997
