date,predicted_yield
2023-01-01,1.2610136999999952
2023-01-02,1.2587962499999954
2023-01-03,1.2572903999999954
2023-01-04,1.2569422999999955
2023-01-05,1.2577972499999956
2023-01-06,1.2554664499999957
2023-01-07,1.2533923499999957
2023-01-08,1.2519910999999961
2023-01-09,1.2518696999999963
2023-01-10,1.2534216499999966
2023-01-11,1.2508626499999964
2023-01-12,1.2532621999999964
2023-01-13,1.2541251999999965
2023-01-14,1.2528760499999965
2023-01-15,1.256781449999996
2023-01-16,1.2555410499999957
2023-01-17,1.2565780999999958
2023-01-18,1.2585307999999957
2023-01-19,1.2614817999999959
2023-01-20,1.2594464499999958
2023-01-21,1.2613603999999958
2023-01-22,1.2603441499999959
2023-01-23,1.2500160499999964
2023-01-24,1.2513175499999962
2023-01-25,1.2509057499999963
2023-01-26,1.2555911499999963
2023-01-27,1.256796049999996
2023-01-28,1.251148899999996
2023-01-29,1.236901849999996
2023-01-30,1.2293200499999963
2023-01-31,1.2459486999999956
2023-02-01,1.2541702999999955
2023-02-02,1.2627366499999955
2023-02-03,1.2654924999999952
2023-02-04,1.266130649999995
2023-02-05,1.263010299999995
2023-02-06,1.2588750499999952
2023-02-07,1.259060999999995
2023-02-08,1.2585366499999953
2023-02-09,1.2550057499999954
2023-02-10,1.2453030999999957
2023-02-11,1.2593971499999952
2023-02-12,1.2507196999999959
2023-02-13,1.2500859999999954
2023-02-14,1.2473480999999955
2023-02-15,1.2452046499999958
2023-02-16,1.2430690499999957
2023-02-17,1.2394421999999963
2023-02-18,1.241132249999996
2023-02-19,1.2431478999999959
2023-02-20,1.2403457499999957
2023-02-21,1.2393224999999957
2023-02-22,1.2372794999999954
2023-02-23,1.2426872499999957
2023-02-24,1.2432221999999957
2023-02-25,1.247500049999996
2023-02-26,1.250714749999996
2023-02-27,1.2484365999999956
2023-02-28,1.2490583999999954
2023-03-01,1.2498006499999956
2023-03-02,1.2399347499999955
2023-03-03,1.2397102999999958
2023-03-04,1.2137586999999959
2023-03-05,1.2034716999999953
2023-03-06,1.1875744499999947
2023-03-07,1.1840410499999945
2023-03-08,1.1855270999999943
2023-03-09,1.1850144999999948
2023-03-10,1.2126354499999956
2023-03-11,1.2155717999999949
2023-03-12,1.2276240499999955
2023-03-13,1.2193314999999947
2023-03-14,1.2149254999999952
2023-03-15,1.2291397499999956
2023-03-16,1.2388011499999954
2023-03-17,1.2248521999999955
2023-03-18,1.2171129999999957
2023-03-19,1.2189239499999962
2023-03-20,1.2209491999999955
2023-03-21,1.2268139499999953
2023-03-22,1.2200256499999953
2023-03-23,1.2473883999999955
2023-03-24,1.2457599499999956
2023-03-25,1.269122699999996
2023-03-26,1.2937806499999958
2023-03-27,1.3372417499999962
2023-03-28,1.3472337499999965
2023-03-29,1.366868749999997
2023-03-30,1.3740056999999968
2023-03-31,1.365609449999997
2023-04-01,1.354668299999997
2023-04-02,1.3596818999999976
2023-04-03,1.3492100499999977
2023-04-04,1.3436401999999978
2023-04-05,1.3360325999999978
2023-04-06,1.3254638999999968
2023-04-07,1.323586999999997
2023-04-08,1.3062408499999976
2023-04-09,1.2789464999999973
2023-04-10,1.2936669499999978
2023-04-11,1.2643849499999977
2023-04-12,1.2752390499999975
2023-04-13,1.2564334999999986
2023-04-14,1.2566805999999993
2023-04-15,1.2765711499999979
2023-04-16,1.2885677499999986
2023-04-17,1.291436799999999
2023-04-18,1.2871810499999996
2023-04-19,1.311492449999999
2023-04-20,1.293250949999999
2023-04-21,1.2876272499999986
2023-04-22,1.309446099999999
2023-04-23,1.2945840499999988
2023-04-24,1.3460084999999986
2023-04-25,1.3173382499999988
2023-04-26,1.3104563499999995
2023-04-27,1.291945299999998
2023-04-28,1.276522499999998
2023-04-29,1.3022769999999986
2023-04-30,1.2982850999999973
2023-05-01,1.304953949999998
2023-05-02,1.2288390499999968
2023-05-03,1.180816499999998
2023-05-04,1.1638133999999989
2023-05-05,1.276057199999999
2023-05-06,1.248368699999998
2023-05-07,1.244517749999998
2023-05-08,1.1853833999999994
2023-05-09,1.1998519999999997
2023-05-10,1.2401805000000006
2023-05-11,1.2881643
2023-05-12,1.2815653500000002
2023-05-13,1.2837482499999988
2023-05-14,1.2507386999999996
2023-05-15,1.2808239000000006
2023-05-16,1.2785941500000004
2023-05-17,1.2872861500000021
2023-05-18,1.1262957500000015
2023-05-19,1.250392800000003
2023-05-20,1.2385859500000036
2023-05-21,1.2401526000000036
2023-05-22,1.2446762500000037
2023-05-23,1.1440449500000032
2023-05-24,1.1458326500000031
2023-05-25,1.1136405500000037
2023-05-26,1.1197422500000034
2023-05-27,1.0912175500000039
2023-05-28,1.0858592000000038
2023-05-29,1.0722900500000039
2023-05-30,1.0993924000000037
2023-05-31,1.132721350000004
2023-06-01,1.1286566000000031
2023-06-02,1.128835750000003
2023-06-03,1.1272118500000037
2023-06-04,1.1183477000000044
2023-06-05,1.1439555000000037
2023-06-06,1.1446272000000035
2023-06-07,1.129948500000004
2023-06-08,1.1423388000000037
2023-06-09,1.1396964000000038
2023-06-10,1.1299500500000041
2023-06-11,1.1319942500000038
2023-06-12,1.1467967000000037
2023-06-13,1.1456249500000038
2023-06-14,1.1388141000000034
2023-06-15,1.1457740500000029
2023-06-16,1.1426695000000024
2023-06-17,1.1394940000000018
2023-06-18,1.1381402000000014
2023-06-19,1.1455471000000013
2023-06-20,1.1136657000000014
2023-06-21,1.120379600000001
2023-06-22,1.1490653000000006
2023-06-23,1.1651938000000002
2023-06-24,1.1756492499999995
2023-06-25,1.2180704500000001
