date,predicted_yield
2023-01-01,0.6705067500000007
2023-01-02,0.7001489999999994
2023-01-03,0.7167810499999991
2023-01-04,0.7080115999999991
2023-01-05,0.716789549999999
2023-01-06,0.7049822999999991
2023-01-07,0.716318699999999
2023-01-08,0.719867199999999
2023-01-09,0.718509999999999
2023-01-10,0.718509999999999
2023-01-11,0.718509999999999
2023-01-12,0.7179393499999991
2023-01-13,0.718509999999999
2023-01-14,0.7143515999999989
2023-01-15,0.711518649999999
2023-01-16,0.7169995999999991
2023-01-17,0.716772499999999
2023-01-18,0.7105037999999989
2023-01-19,0.7309942499999998
2023-01-20,0.769471650000002
2023-01-21,0.770527850000002
2023-01-22,0.770150250000002
2023-01-23,0.7648296000000018
2023-01-24,0.7609797000000017
2023-01-25,0.7598469000000017
2023-01-26,0.7409351500000011
2023-01-27,0.6883171499999996
2023-01-28,0.6853189999999995
2023-01-29,0.6745359499999996
2023-01-30,0.6592299499999987
2023-01-31,0.6583741999999989
2023-02-01,0.6590993999999991
2023-02-02,0.6939939000000005
2023-02-03,0.7012804500000009
2023-02-04,0.6904603500000013
2023-02-05,0.621502150000001
2023-02-06,0.556795750000001
2023-02-07,0.530398350000001
2023-02-08,0.517123850000001
2023-02-09,0.5524639000000007
2023-02-10,0.5128900500000007
2023-02-11,0.5434355000000005
2023-02-12,0.5414431000000005
2023-02-13,0.5653646500000005
2023-02-14,0.5700079500000005
2023-02-15,0.5553235000000004
2023-02-16,0.5213247000000006
2023-02-17,0.4746391500000006
2023-02-18,0.4547688500000007
2023-02-19,0.5058547500000006
2023-02-20,0.5325687000000006
2023-02-21,0.5451112500000005
2023-02-22,0.5552291500000005
2023-02-23,0.5462544500000004
2023-02-24,0.5772379500000003
2023-02-25,0.5977073500000005
2023-02-26,0.6074048000000005
2023-02-27,0.5847036000000003
2023-02-28,0.5840345500000003
2023-03-01,0.5856572000000003
2023-03-02,0.5501152500000002
2023-03-03,0.5169002500000003
2023-03-04,0.5310658000000005
2023-03-05,0.5294339000000003
2023-03-06,0.48836640000000003
2023-03-07,0.5007999999999995
2023-03-08,0.5085109999999994
2023-03-09,0.5085527999999994
2023-03-10,0.5255010499999989
2023-03-11,0.5086844499999997
2023-03-12,0.5000809999999998
2023-03-13,0.49255824999999986
2023-03-14,0.5327506500000001
2023-03-15,0.5116573500000002
2023-03-16,0.5279446500000001
2023-03-17,0.5330554000000004
2023-03-18,0.5506047500000002
2023-03-19,0.5612791000000004
2023-03-20,0.49242350000000057
2023-03-21,0.4548771000000007
2023-03-22,0.5010480000000007
2023-03-23,0.42447165000000076
2023-03-24,0.40142925000000085
2023-03-25,0.4083639500000008
2023-03-26,0.44544865000000095
2023-03-27,0.4504069000000011
2023-03-28,0.4686204000000014
2023-03-29,0.4739945000000014
2023-03-30,0.49335030000000146
2023-03-31,0.5025058500000015
2023-04-01,0.5039422000000015
2023-04-02,0.5739301000000018
2023-04-03,0.5583304000000016
2023-04-04,0.5955684500000017
2023-04-05,0.6031566000000017
2023-04-06,0.6154980500000017
2023-04-07,0.6108739000000013
2023-04-08,0.6617036000000012
2023-04-09,0.6689406000000006
2023-04-10,0.6579828000000005
2023-04-11,0.6584979000000003
2023-04-12,0.6465818500000003
2023-04-13,0.6545609000000002
2023-04-14,0.6697404500000005
2023-04-15,0.6386505000000008
2023-04-16,0.6864783500000007
2023-04-17,0.6748897000000007
2023-04-18,0.6725132000000009
2023-04-19,0.663874150000001
2023-04-20,0.6573098000000016
2023-04-21,0.6422852000000019
2023-04-22,0.6778882000000022
2023-04-23,0.6809239000000024
2023-04-24,0.651896550000002
2023-04-25,0.6765307000000023
2023-04-26,0.6798549500000024
2023-04-27,0.6688666500000021
2023-04-28,0.6748842000000022
2023-04-29,0.6721379500000022
2023-04-30,0.6586967500000018
2023-05-01,0.6776856500000019
2023-05-02,0.6758564000000017
2023-05-03,0.6618690000000019
2023-05-04,0.6683868500000015
2023-05-05,0.643733450000001
2023-05-06,0.5907798500000017
2023-05-07,0.5239250500000012
2023-05-08,0.6037740500000008
2023-05-09,0.5905502000000007
2023-05-10,0.5657307500000011
2023-05-11,0.6044556500000012
2023-05-12,0.5783099500000008
2023-05-13,0.5945005500000007
2023-05-14,0.5762242500000007
2023-05-15,0.6378182499999998
2023-05-16,0.6338443999999999
2023-05-17,0.6194679000000001
2023-05-18,0.6385210000000003
2023-05-19,0.6437197999999998
2023-05-20,0.5998822000000001
2023-05-21,0.6417007000000009
2023-05-22,0.6424075499999995
2023-05-23,0.6412831999999997
2023-05-24,0.6157769500000002
2023-05-25,0.6256116000000002
2023-05-26,0.6744113000000003
2023-05-27,0.6531321000000005
2023-05-28,0.6517338500000007
2023-05-29,0.6609992000000002
2023-05-30,0.6574656500000002
2023-05-31,0.6730789500000003
2023-06-01,0.6328956000000001
2023-06-02,0.6598041000000002
2023-06-03,0.6524707000000004
2023-06-04,0.6437212500000007
2023-06-05,0.65345065
2023-06-06,0.65022705
2023-06-07,0.6706376000000005
2023-06-08,0.6432360000000004
2023-06-09,0.6685378500000004
2023-06-10,0.6641241000000007
2023-06-11,0.6505793000000007
2023-06-12,0.6686079500000005
2023-06-13,0.6735316000000006
2023-06-14,0.6871210500000008
2023-06-15,0.6650820500000009
2023-06-16,0.689918150000001
2023-06-17,0.6660812000000016
2023-06-18,0.6518884500000013
2023-06-19,0.6665479500000009
2023-06-20,0.6577799000000012
2023-06-21,0.6329885000000014
2023-06-22,0.6071402500000017
2023-06-23,0.6324838000000019
2023-06-24,0.6919107500000024
2023-06-25,0.6536319000000022
