temperature_recorded_date,state_name,crop_name,apy_item_interval_start,state_temperature_max_val,state_temperature_min_val,state_rainfall_val,yield,FRL,Live Cap FRL,Level,Current Live Storage
2011-06-07,Gujarat,gram,2011,44.72,25.86,1.86,1.13922,99.94121461187214,0.1472507762557077,93.09567441860464,0.0352519634703196
2011-06-08,Gujarat,gram,2011,41.27,24.46,3.73,1.13922,99.94121461187214,0.1472507762557077,93.10172093023256,0.035115707762557
2011-06-09,Gujarat,gram,2011,39.34,24.2,0.08,1.13922,99.94121461187214,0.1472507762557077,93.07348837209302,0.0348604109589041
2011-06-10,Gujarat,gram,2011,39.06,24.41,5.71,1.13922,99.94121461187214,0.1472507762557077,93.03148837209302,0.0346623287671232
2011-06-11,Gujarat,gram,2011,40.55,25.49,9.47,1.13922,99.94121461187214,0.1472507762557077,93.0026511627907,0.0344921461187214
2011-06-12,Gujarat,gram,2011,39.77,24.91,9.47,1.13922,99.94121461187214,0.1472507762557077,93.00702325581396,0.0344200913242009
2011-06-13,Gujarat,gram,2011,39.62,25.07,1.23,1.13922,99.94121461187214,0.1472507762557077,93.0079534883721,0.0343845662100456
2011-06-14,Gujarat,gram,2011,39.37,25.27,0.41,1.13922,99.94121461187214,0.1472507762557077,93.0026046511628,0.0342784474885844
2011-06-15,Gujarat,gram,2011,36.81,24.58,4.49,1.13922,99.94121461187214,0.1472507762557077,93.0573953488372,0.034215707762557
2011-06-16,Gujarat,gram,2011,36.64,25.04,3.11,1.13922,99.94121461187214,0.1472507762557077,92.99916279069768,0.03415100456621
2011-06-17,Gujarat,gram,2011,37.7,25.44,2.88,1.13922,99.94121461187214,0.1472507762557077,92.98046511627906,0.0341550684931506
2011-06-18,Gujarat,gram,2011,37.37,25.85,0.06,1.13922,99.94121461187214,0.1472507762557077,92.9653023255814,0.0340155707762557
2011-06-19,Gujarat,gram,2011,36.97,25.43,6.44,1.13922,99.94121461187214,0.1472507762557077,92.94437209302326,0.0337852511415525
2011-06-20,Gujarat,gram,2011,37.29,25.71,0.18,1.13922,99.94121461187214,0.1472507762557077,92.94139534883722,0.033582100456621
2011-06-21,Gujarat,gram,2011,37.01,25.81,0.76,1.13922,99.94121461187214,0.1472507762557077,92.92251162790696,0.0333727853881278
2011-06-22,Gujarat,gram,2011,37.02,25.3,0.87,1.13922,99.94121461187214,0.1472507762557077,92.90516279069767,0.033135205479452
2011-06-23,Gujarat,gram,2011,34.81,24.11,8.78,1.13922,99.94121461187214,0.1472507762557077,92.87111627906977,0.0328261643835616
2011-06-24,Gujarat,gram,2011,34.65,24.53,2.06,1.13922,99.94121461187214,0.1472507762557077,92.85297674418604,0.0324559817351598
2011-06-25,Gujarat,gram,2011,35.25,24.29,3.92,1.13922,99.94121461187214,0.1472507762557077,92.82967441860464,0.0321419178082191
2011-06-26,Gujarat,gram,2011,35.31,24.23,0.19,1.13922,99.94121461187214,0.1472507762557077,92.81437209302324,0.031893105022831
2011-06-27,Gujarat,gram,2011,34.66,24.51,0.64,1.13922,99.94121461187214,0.1472507762557077,92.79613953488374,0.0317218721461187
2011-06-28,Gujarat,gram,2011,33.93,25.45,13.7,1.13922,99.94121461187214,0.1472507762557077,92.77902325581395,0.0313705479452054
2011-06-29,Gujarat,gram,2011,35.14,24.65,3.06,1.13922,99.94121461187214,0.1472507762557077,92.75786046511628,0.0311421461187214
2011-06-30,Gujarat,gram,2011,35.26,24.81,0.81,1.13922,99.94121461187214,0.1472507762557077,92.74702325581396,0.0308648401826484
2011-07-01,Gujarat,gram,2011,35.1,24.55,1.33,1.13922,99.94121461187214,0.1472507762557077,92.7286046511628,0.0307676255707762
2011-07-02,Gujarat,gram,2011,35.73,23.92,0.29,1.13922,99.94121461187214,0.1472507762557077,92.71795348837207,0.030876301369863
2011-07-03,Gujarat,gram,2011,35.42,23.99,1.51,1.13922,99.94121461187214,0.1472507762557077,92.70116279069768,0.0309876712328767
2011-07-04,Gujarat,gram,2011,35.79,24.22,0.21,1.13922,99.94121461187214,0.1472507762557077,92.68767441860464,0.0310109589041095
2011-07-05,Gujarat,gram,2011,36.37,24.78,2.82,1.13922,99.94121461187214,0.1472507762557077,92.66353488372091,0.0309335159817351
2011-07-06,Gujarat,gram,2011,35.21,23.91,16.57,1.13922,99.94121461187214,0.1472507762557077,92.65274418604652,0.0308711872146118
2011-07-07,Gujarat,gram,2011,37.14,23.34,11.14,1.13922,99.94121461187214,0.1472507762557077,92.66227906976744,0.0309102739726027
2011-07-08,Gujarat,gram,2011,33.93,22.56,19.4,1.13922,99.94121461187214,0.1472507762557077,92.7473488372093,0.0311803196347031
2011-07-09,Gujarat,gram,2011,29.63,21.75,24.84,1.13922,99.94121461187214,0.1472507762557077,92.84693023255814,0.0316317351598173
