temperature_recorded_date,state_name,crop_name,apy_item_interval_start,state_temperature_max_val,state_temperature_min_val,state_rainfall_val,yield,FRL,Live Cap FRL,Level,Current Live Storage,avg_temp,water_stress,rainfall_7d_avg,level_7d_avg,storage_7d_avg,rainfall_7d_lag,level_7d_lag,storage_7d_lag
2020-04-01,Gujarat,rapeseed &mustard,2020,36.89,18.94,0.0,1.97572,120.220625,1.03075,116.14353333333334,0.5282946666666667,27.915,98.96925,0.3228571428571388,113.54343882783883,0.2264966587301587,0.0,115.117375,0.514945625
2020-04-02,Gujarat,rapeseed &mustard,2020,37.4,18.64,0.0,1.97572,120.220625,1.03075,106.11111111111111,0.2668711111111111,28.02,98.96925,0.3028571428571388,114.84502612942613,0.2603739603174603,0.14,97.0,0.02973
2020-04-03,Gujarat,rapeseed &mustard,2020,39.06,19.11,0.0,1.97572,120.220625,1.03075,114.08777777777776,0.1278811111111111,29.085,98.96925,0.01999999999999591,114.46954993894994,0.2636231666666667,1.98,116.7161111111111,0.1051366666666666
2020-04-04,Gujarat,rapeseed &mustard,2020,39.1,18.84,0.0,1.97572,120.220625,1.03075,114.05666666666669,0.1268477777777777,28.97,98.96925,0.0,114.09201025641025,0.26676110317460316,0.14,116.69944444444444,0.1048822222222222
2020-04-05,Gujarat,rapeseed &mustard,2020,40.21,19.86,0.0,1.97572,120.220625,1.03075,114.03277777777778,0.1260822222222222,30.035,98.96925,0.0,113.71367692307693,0.26983538888888886,0.0,116.68111111111112,0.1045622222222222
2020-04-06,Gujarat,rapeseed &mustard,2020,38.91,20.84,0.0,1.97572,120.220625,1.03075,114.00722222222224,0.1253288888888889,29.875,98.96925,0.0,114.02020317460317,0.202122373015873,0.0,111.86153846153846,0.59932
2020-04-07,Gujarat,rapeseed &mustard,2020,38.8,21.29,0.0,1.97572,120.220625,1.03075,119.61,0.2174023076923076,30.044999999999998,98.96925,0.0,114.00701269841271,0.2169582979242979,0.0,119.70233333333331,0.1135508333333333
2020-04-08,Gujarat,rapeseed &mustard,2020,37.61,20.38,0.0,1.97572,120.220625,1.03075,114.6253125,0.4792262500000001,28.994999999999997,98.96925,0.0,113.7901240079365,0.2099485241147741,0.0,116.14353333333334,0.5282946666666667
2020-04-09,Gujarat,rapeseed &mustard,2020,38.53,20.68,0.02,1.97572,120.220625,1.03075,108.6925,0.09654,29.605,98.96925,0.0028571428571387654,114.15889384920635,0.18561550824175824,0.0,106.11111111111111,0.2668711111111111
2020-04-10,Gujarat,rapeseed &mustard,2020,39.71,20.73,0.0,1.97572,120.220625,1.03075,113.885,0.1217611111111111,30.22,98.96925,0.0028571428571387654,114.12992559523809,0.18474122252747252,0.0,114.08777777777776,0.1278811111111111
2020-04-11,Gujarat,rapeseed &mustard,2020,40.8,20.91,0.0,1.97572,120.220625,1.03075,113.86722222222222,0.1211922222222222,30.854999999999997,98.96925,0.0028571428571387654,114.10286210317462,0.183933286019536,0.0,114.05666666666669,0.1268477777777777
2020-04-12,Gujarat,rapeseed &mustard,2020,41.95,21.99,0.0,1.97572,120.220625,1.03075,113.84,0.1202466666666666,31.97,98.96925,0.0028571428571387654,114.07532242063493,0.1830996352258852,0.0,114.03277777777778,0.1260822222222222
2020-04-13,Gujarat,rapeseed &mustard,2020,42.98,23.27,0.0,1.97572,120.220625,1.03075,108.07458333333334,0.1300608333333333,33.125,98.96925,0.0028571428571387654,113.22780257936508,0.18377562728937727,0.0,114.00722222222224,0.1253288888888889
2020-04-14,Gujarat,rapeseed &mustard,2020,42.08,23.7,0.0,1.97572,120.220625,1.03075,115.65386666666669,0.4831046666666667,32.89,98.96925,0.0028571428571387654,112.66264067460317,0.22173310714285716,0.0,119.61,0.2174023076923076
2020-04-15,Gujarat,rapeseed &mustard,2020,40.86,23.9,0.0,1.97572,120.220625,1.03075,114.348625,0.45415625,32.379999999999995,98.96925,0.0028571428571387654,112.62311388888891,0.21815167857142856,0.0,114.6253125,0.4792262500000001
2020-04-16,Gujarat,rapeseed &mustard,2020,39.66,23.48,0.0,1.97572,120.220625,1.03075,111.24555555555555,0.2668811111111111,31.57,98.96925,0.0,112.98783611111112,0.242486123015873,0.02,108.6925,0.09654
2020-04-17,Gujarat,rapeseed &mustard,2020,38.98,24.01,0.0,1.97572,120.220625,1.03075,113.69833333333332,0.1161111111111111,31.494999999999997,98.96925,0.0,112.96116944444445,0.2416789801587301,0.0,113.885,0.1217611111111111
2020-04-18,Gujarat,rapeseed &mustard,2020,38.94,23.88,0.0,1.97572,120.220625,1.03075,113.66722222222222,0.1152811111111111,31.409999999999997,98.96925,0.0,112.93259801587303,0.24083453571428567,0.0,113.86722222222222,0.1211922222222222
2020-04-19,Gujarat,rapeseed &mustard,2020,38.39,23.43,0.0,1.97572,120.220625,1.03075,109.925625,0.1195675,30.91,98.96925,0.0,112.37340158730159,0.2407375119047619,0.0,113.84,0.1202466666666666
2020-04-20,Gujarat,rapeseed &mustard,2020,39.37,22.16,0.0,1.97572,120.220625,1.03075,106.50866666666668,0.5731483333333333,30.765,98.96925,0.0,112.1496992063492,0.30403572619047614,0.0,108.07458333333334,0.1300608333333333
2020-04-21,Gujarat,rapeseed &mustard,2020,39.61,21.09,0.0,1.97572,120.220625,1.03075,114.1455,0.444296875,30.35,98.96925,0.0,111.93421825396827,0.2984917559523809,0.0,115.65386666666669,0.4831046666666667
2020-04-22,Gujarat,rapeseed &mustard,2020,40.2,21.43,0.0,1.97572,120.220625,1.03075,114.12125,0.4441756249999999,30.815,98.96925,0.0,111.9017361111111,0.29706595238095235,0.0,114.348625,0.45415625
2020-04-23,Gujarat,rapeseed &mustard,2020,40.5,24.19,0.0,1.97572,120.220625,1.03075,106.33025,0.5691891666666667,32.345,98.96925,0.0,111.19954960317462,0.3402528174603175,0.0,111.24555555555555,0.2668811111111111
2020-04-24,Gujarat,rapeseed &mustard,2020,39.82,23.03,0.01,1.97572,120.220625,1.03075,109.09015384615384,0.5226853846153846,31.425,98.96925,0.0014285714285673366,110.54123824786325,0.3983348565323565,0.0,113.69833333333332,0.1161111111111111
2020-04-25,Gujarat,rapeseed &mustard,2020,38.48,23.0,0.0,1.97572,120.220625,1.03075,109.03338461538462,0.5168338461538462,30.74,98.96925,0.0014285714285673366,109.87926144688643,0.4556995329670329,0.0,113.66722222222222,0.1152811111111111
2020-04-26,Gujarat,rapeseed &mustard,2020,38.63,22.5,0.0,1.97572,120.220625,1.03075,108.99253846153846,0.5137307692307693,30.565,98.96925,0.0014285714285673366,109.74596336996338,0.5120085714285715,0.0,109.925625,0.1195675
2020-04-27,Gujarat,rapeseed &mustard,2020,38.98,22.25,0.49,1.97572,120.220625,1.03075,107.91192857142858,0.47688,30.615,98.96925,0.07142857142856733,109.94642935635792,0.4982559523809524,0.0,106.50866666666668,0.5731483333333333
2020-04-28,Gujarat,rapeseed &mustard,2020,40.12,23.25,0.23,1.97572,120.220625,1.03075,113.8435625,0.422131875,31.685,98.96925,0.1042857142857102,109.90329542778649,0.4950895238095238,0.0,114.1455,0.444296875
