temperature_recorded_date,state_name,crop_name,apy_item_interval_start,state_temperature_max_val,state_temperature_min_val,state_rainfall_val,yield,FRL,Live Cap FRL,Level,Current Live Storage,avg_temp,water_stress,rainfall_7d_avg,level_7d_avg,storage_7d_avg,rainfall_7d_lag,level_7d_lag,storage_7d_lag
2016-09-21,Andhra Pradesh,rapeseed &mustard,2016,32.29,19.87,22.35,0.41225,152.29666666666665,2.8383333333333334,143.17,1.6885699999999997,26.08,97.16166666666666,7.477142857142856,142.4747619047619,1.5889766666666667,9.11,141.39666666666668,1.4531
2016-09-22,Andhra Pradesh,rapeseed &mustard,2016,31.54,19.35,32.3,0.41225,152.29666666666665,2.8383333333333334,143.35333333333332,1.6996333333333336,25.445,97.16166666666666,9.52142857142857,142.7304761904762,1.623525714285714,17.99,141.56333333333333,1.45779
2016-09-23,Andhra Pradesh,rapeseed &mustard,2016,31.53,19.46,15.51,0.41225,152.29666666666665,2.8383333333333334,143.73333333333335,1.760746666666667,25.495,97.16166666666666,11.172857142857142,143.0,1.664879523809524,3.95,141.84666666666666,1.47127
2016-09-24,Andhra Pradesh,rapeseed &mustard,2016,32.56,19.97,7.13,0.41225,152.29666666666665,2.8383333333333334,144.03333333333333,1.8168766666666665,26.265,97.16166666666666,11.994285714285713,143.26904761904763,1.7053699999999998,1.38,142.15,1.5334433333333333
2016-09-25,Andhra Pradesh,rapeseed &mustard,2016,32.51,20.01,4.57,0.41225,152.29666666666665,2.8383333333333334,144.5,1.9371066666666668,26.259999999999998,97.16166666666666,12.247142857142853,143.53285714285715,1.7498142857142855,2.8,142.65333333333334,1.6259966666666663
2016-09-26,Andhra Pradesh,rapeseed &mustard,2016,33.42,20.54,2.71,0.41225,152.29666666666665,2.8383333333333334,144.94333333333336,2.041846666666667,26.98,97.16166666666666,12.622857142857141,143.8247619047619,1.8041904761904763,0.08,142.9,1.6612133333333334
2016-09-27,Andhra Pradesh,rapeseed &mustard,2016,33.23,20.87,4.89,0.41225,152.29666666666665,2.8383333333333334,145.30666666666664,2.10747,27.049999999999997,97.16166666666666,12.78,144.14857142857142,1.864607142857143,3.79,143.04,1.6845533333333331
2016-09-28,Andhra Pradesh,rapeseed &mustard,2016,33.55,20.83,6.76,0.41225,152.29666666666665,2.8383333333333334,145.64333333333337,2.164176666666666,27.189999999999998,97.16166666666666,10.552857142857139,144.50190476190477,1.9325509523809523,22.35,143.17,1.6885699999999997
2016-09-29,Andhra Pradesh,rapeseed &mustard,2016,33.35,20.83,4.57,0.41225,152.29666666666665,2.8383333333333334,145.8766666666667,2.20106,27.09,97.16166666666666,6.59142857142857,144.86238095238096,2.004183333333333,32.3,143.35333333333332,1.6996333333333336
2016-09-30,Andhra Pradesh,rapeseed &mustard,2016,33.69,20.49,3.07,0.41225,152.29666666666665,2.8383333333333334,146.11,2.2198,27.089999999999996,97.16166666666666,4.814285714285712,145.20190476190479,2.0697623809523806,15.51,143.73333333333335,1.760746666666667
2016-10-01,Andhra Pradesh,rapeseed &mustard,2016,32.69,19.69,10.24,0.41225,152.29666666666665,2.8383333333333334,146.28,2.22892,26.189999999999998,97.16166666666666,5.258571428571427,145.52285714285716,2.128625714285714,7.13,144.03333333333333,1.8168766666666665
2016-10-02,Andhra Pradesh,rapeseed &mustard,2016,33.76,19.11,0.84,0.41225,152.29666666666665,2.8383333333333334,146.38000000000002,2.2133733333333336,26.435,97.16166666666666,4.725714285714283,145.7914285714286,2.168092380952381,4.57,144.5,1.9371066666666668
2016-10-03,Andhra Pradesh,rapeseed &mustard,2016,34.01,19.25,1.44,0.41225,152.29666666666665,2.8383333333333334,146.52333333333334,2.22676,26.63,97.16166666666666,4.544285714285712,146.0171428571429,2.1945085714285715,2.71,144.94333333333336,2.041846666666667
2016-10-04,Andhra Pradesh,rapeseed &mustard,2016,33.81,19.74,0.83,0.41225,152.29666666666665,2.8383333333333334,146.57000000000002,2.2261133333333336,26.775,97.16166666666666,3.964285714285712,146.19761904761907,2.211457619047619,4.89,145.30666666666664,2.10747
2016-10-05,Andhra Pradesh,rapeseed &mustard,2016,35.22,19.09,0.82,0.41225,152.29666666666665,2.8383333333333334,146.69333333333333,2.24845,27.155,97.16166666666666,3.1157142857142834,146.34761904761905,2.2234966666666667,6.76,145.64333333333337,2.164176666666666
2016-10-06,Andhra Pradesh,rapeseed &mustard,2016,35.27,19.14,0.13,0.41225,152.29666666666665,2.8383333333333334,146.75,2.2528166666666665,27.205000000000002,97.16166666666666,2.481428571428569,146.47238095238097,2.2308904761904764,4.57,145.8766666666667,2.20106
2016-10-07,Andhra Pradesh,rapeseed &mustard,2016,34.83,18.33,9.3,0.41225,152.29666666666665,2.8383333333333334,146.88333333333333,2.270503333333333,26.58,97.16166666666666,3.3714285714285697,146.58285714285714,2.2381338095238097,3.07,146.11,2.2198
2016-10-08,Andhra Pradesh,rapeseed &mustard,2016,33.97,19.68,4.34,0.41225,152.29666666666665,2.8383333333333334,146.92,2.269203333333333,26.825,97.16166666666666,2.528571428571427,146.67428571428573,2.2438885714285712,10.24,146.28,2.22892
2016-10-09,Andhra Pradesh,rapeseed &mustard,2016,33.43,19.74,4.34,0.41225,152.29666666666665,2.8383333333333334,146.94333333333336,2.267053333333333,26.585,97.16166666666666,3.028571428571427,146.7547619047619,2.2515571428571426,0.84,146.38000000000002,2.2133733333333336
2016-10-10,Andhra Pradesh,rapeseed &mustard,2016,33.85,19.96,9.38,0.41225,152.29666666666665,2.8383333333333334,146.96333333333334,2.2645633333333333,26.905,97.16166666666666,4.162857142857141,146.81761904761905,2.256957619047619,1.44,146.52333333333334,2.22676
2016-10-11,Andhra Pradesh,rapeseed &mustard,2016,35.07,19.92,0.03,0.41225,152.29666666666665,2.8383333333333334,146.98333333333335,2.25923,27.495,97.16166666666666,4.048571428571427,146.8766666666667,2.261688571428571,0.83,146.57000000000002,2.2261133333333336
