temperature_recorded_date,state_name,crop_name,apy_item_interval_start,state_temperature_max_val,state_temperature_min_val,state_rainfall_val,yield,FRL,Live Cap FRL,Level,Current Live Storage,avg_temp,water_stress,rainfall_7d_avg,level_7d_avg,storage_7d_avg,rainfall_7d_lag,level_7d_lag,storage_7d_lag
2013-07-31,Chhattisgarh,rapeseed &mustard,2013,30.4,21.71,53.93,0.5679,377.82,1.3656666666666666,373.2733333333333,0.8509466666666666,26.055,98.63433333333333,22.617142857142856,372.24333333333334,0.7908961904761905,10.66,371.5433333333333,0.7474266666666667
2013-08-01,Chhattisgarh,rapeseed &mustard,2013,30.2,21.66,13.29,0.5679,377.82,1.3656666666666666,374.2833333333333,0.9104233333333336,25.93,98.63433333333333,23.509999999999998,372.6271428571429,0.8139033333333333,7.04,371.5966666666666,0.7493733333333333
2013-08-02,Chhattisgarh,rapeseed &mustard,2013,30.51,21.89,8.7,0.5679,377.82,1.3656666666666666,374.66333333333336,0.9376466666666666,26.200000000000003,98.63433333333333,22.3,373.0566666666667,0.8404071428571429,17.17,371.6566666666667,0.75212
2013-08-03,Chhattisgarh,rapeseed &mustard,2013,32.34,22.39,3.52,0.5679,377.82,1.3656666666666666,374.69000000000005,0.93948,27.365000000000002,98.63433333333333,16.847142857142856,373.4533333333333,0.8653823809523811,41.69,371.91333333333336,0.7646533333333334
2013-08-04,Chhattisgarh,rapeseed &mustard,2013,32.66,23.35,2.02,0.5679,377.82,1.3656666666666666,374.7366666666667,0.94372,28.005,98.63433333333333,15.934285714285712,373.8076190476191,0.886532380952381,8.41,372.25666666666666,0.79567
2013-08-05,Chhattisgarh,rapeseed &mustard,2013,31.55,23.12,10.64,0.5679,377.82,1.3656666666666666,374.7766666666666,0.94714,27.335,98.63433333333333,16.797142857142855,374.1495238095238,0.9072542857142858,4.6,372.3833333333334,0.8020866666666667
2013-08-06,Chhattisgarh,rapeseed &mustard,2013,31.76,21.96,20.6,0.5679,377.82,1.3656666666666666,374.8666666666666,0.95513,26.86,98.63433333333333,16.1,374.46999999999997,0.9263552380952381,25.48,372.6233333333333,0.8214233333333333
2013-08-07,Chhattisgarh,rapeseed &mustard,2013,31.46,22.67,9.48,0.5679,377.82,1.3656666666666666,375.16,0.9861533333333332,27.065,98.63433333333333,9.75,374.73952380952375,0.9456704761904762,53.93,373.2733333333333,0.8509466666666666
2013-08-08,Chhattisgarh,rapeseed &mustard,2013,31.23,23.39,6.63,0.5679,377.82,1.3656666666666666,375.29,0.9996333333333332,27.310000000000002,98.63433333333333,8.79857142857143,374.8833333333333,0.9584147619047619,13.29,374.2833333333333,0.9104233333333336
2013-08-09,Chhattisgarh,rapeseed &mustard,2013,31.63,22.56,15.9,0.5679,377.82,1.3656666666666666,375.3766666666666,1.0145933333333332,27.095,98.63433333333333,9.827142857142857,374.9852380952381,0.9694071428571428,8.7,374.66333333333336,0.9376466666666666
2013-08-10,Chhattisgarh,rapeseed &mustard,2013,32.42,22.38,2.68,0.5679,377.82,1.3656666666666666,375.42333333333335,1.0249866666666667,27.4,98.63433333333333,9.707142857142857,375.09000000000003,0.9816223809523811,3.52,374.69000000000005,0.93948
2013-08-11,Chhattisgarh,rapeseed &mustard,2013,31.64,22.97,1.86,0.5679,377.82,1.3656666666666666,375.45,1.0324666666666664,27.305,98.63433333333333,9.684285714285716,375.19190476190477,0.9943004761904761,2.02,374.7366666666667,0.94372
2013-08-12,Chhattisgarh,rapeseed &mustard,2013,31.33,22.69,7.78,0.5679,377.82,1.3656666666666666,389.035,1.19088,27.009999999999998,98.63433333333333,9.275714285714287,377.22880952380956,1.0291204761904762,10.64,374.7766666666666,0.94714
2013-08-13,Chhattisgarh,rapeseed &mustard,2013,32.01,22.5,20.14,0.5679,377.82,1.3656666666666666,375.4766666666667,1.0425966666666666,27.255,98.63433333333333,9.209999999999999,377.31595238095235,1.041615714285714,20.6,374.8666666666666,0.95513
2013-08-14,Chhattisgarh,rapeseed &mustard,2013,33.06,23.02,3.2,0.5679,377.82,1.3656666666666666,375.53,1.0510933333333332,28.04,98.63433333333333,8.312857142857144,377.36880952380955,1.050892857142857,9.48,375.16,0.9861533333333332
2013-08-15,Chhattisgarh,rapeseed &mustard,2013,33.3,23.06,2.74,0.5679,377.82,1.3656666666666666,422.37,0.1727,28.18,98.63433333333333,7.757142857142857,384.0945238095238,0.9327595238095236,6.63,375.29,0.9996333333333332
2013-08-16,Chhattisgarh,rapeseed &mustard,2013,32.97,22.85,14.2,0.5679,377.82,1.3656666666666666,389.03,1.206885,27.91,98.63433333333333,7.514285714285714,386.04499999999996,0.9602297619047617,15.9,375.3766666666666,1.0145933333333332
2013-08-17,Chhattisgarh,rapeseed &mustard,2013,30.87,22.61,22.8,0.5679,377.82,1.3656666666666666,375.58,1.059856666666667,26.740000000000002,98.63433333333333,10.388571428571428,386.067380952381,0.9652111904761904,2.68,375.42333333333335,1.0249866666666667
